skingoal_healthy,skingoal_glowing,skingoal_clear,skingoal_hydrated,skingoal_protected,skingoal_balanced,skingoal_repaired,skingoal_calm,skingoal_bright,skingoal_rejuvenated,skingoal_restored,skinconcern_agingskin,skinconcern_acne,skinconcern_dryskin,skinconcern_firmnesselasticity,skinconcern_pigmentation,skinconcern_sensitivity,skintype,skinafterwash,tzoneoily,cloggedpores,fitzpatrick,gender,ethnicity,age,pregnant,vegan,currentproducts_cleanser,currentproducts_serum,currentproducts_eyecream,currentproducts_dailymoisturizer,currentproducts_spf,currentproducts_nightcream,getmatched
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashtight,tzoneoilyalways,cloggedporesalways,fitzpatrick5,genderfemale,ethnicityasian,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypedry,skinafterwashtight,tzoneoilynever,cloggedporesrarely,fitzpatrick4,genderfemale,ethnicitycaucasian,age4554,pregnantno,,1,1,1,1,0,1,getmatched_cleanser
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporessometimes,fitzpatrick4,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,0,1,getmatched_serum
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick6,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganno,1,1,0,1,0,0,getmatched_cleanser
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,skintypeoily,skinafterwashrough,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,1,1,getmatched_serum
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick5,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganno,0,0,0,1,0,0,getmatched_dailymoisturizer
1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypeoily,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,1,1,0,0,getmatched_cleanser
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0,0,0,0,0,0,
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,skintypedry,skinafterwashshiny,tzoneoilysometimes,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,0,1,0,0,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypeoily,skinafterwashshiny,tzoneoilyfrequently,cloggedporesalways,fitzpatrick5,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_eyecream
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,skintypeoily,skinafterwashnotsure,tzoneoilysometimes,cloggedporessometimes,fitzpatrick4,genderfemale,ethnicityasian,age1824,pregnantno,veganno,1,0,0,1,1,0,getmatched_eyecream
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,skintypeoily,skinafterwashtight,tzoneoilyalways,cloggedporesalways,fitzpatrick5,genderfemale,ethnicityafricanamerican,age1824,,,0,0,0,0,0,0,
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick6,genderfemale,ethnicityafricanamerican,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypeoily,skinafterwashtight,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicityhispanic,age4554,pregnantno,veganno,1,1,1,1,0,1,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypecombination,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,1,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,skintypedry,skinafterwashshiny,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,1,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypenotsure,skinafterwashhydrated,tzoneoilysometimes,cloggedporesalways,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,0,0,getmatched_cleanser
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypenotsure,skinafterwashnotsure,tzoneoilysometimes,cloggedporessometimes,fitzpatrick5,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,0,0,0,0,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypenormal,skinafterwashhydrated,tzoneoilysometimes,cloggedporesalways,fitzpatrick4,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,skintypecombination,skinafterwashnotsure,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,1,1,getmatched_cleanser
1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypenormal,skinafterwashnotsure,tzoneoilysometimes,cloggedporesalways,fitzpatrick5,genderfemale,ethnicitypacific,age1824,pregnantno,veganyes,1,0,0,0,0,0,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,skintypecombination,skinafterwashshiny,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganyes,0,0,0,0,1,0,getmatched_cleanser
0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,skintypenotsure,skinafterwashnotsure,tzoneoilysometimes,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,skintypedry,skinafterwashtight,tzoneoilynever,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,0,0,1,0,1,getmatched_cleanser
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganyes,1,0,1,0,1,1,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashshiny,tzoneoilyalways,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,1,1,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,skintypedry,skinafterwashrough,tzoneoilynever,cloggedporessometimes,fitzpatrick4,genderfemale,ethnicityasian,age2534,pregnantno,veganno,1,0,0,1,0,0,getmatched_dailymoisturizer
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,0,0,1,0,0,getmatched_serum
1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganyes,1,0,0,1,0,0,getmatched_cleanser
1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypeoily,skinafterwashhydrated,tzoneoilyalways,cloggedporesalways,fitzpatrick4,genderfemale,ethnicityhispanic,age2534,pregnantno,veganno,1,1,0,1,1,0,getmatched_cleanser
1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick5,genderfemale,ethnicityasian,age2534,pregnantno,veganno,1,1,1,1,0,1,
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicityhispanic,age1824,pregnantno,veganno,1,0,1,1,0,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick6,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypeoily,skinafterwashnotsure,tzoneoilyfrequently,cloggedporesalways,fitzpatrick2,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,0,1,0,0,0,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypenotsure,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick4,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,0,1,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilysometimes,,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,1,1,0,0,getmatched_cleanser
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypenormal,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,0,1,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypeoily,skinafterwashtight,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick6,genderfemale,ethnicityafricanamerican,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypenotsure,skinafterwashhydrated,tzoneoilynever,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganyes,1,0,0,1,0,0,getmatched_cleanser
0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypeoily,skinafterwashshiny,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,0,1,1,0,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypeoily,skinafterwashrough,tzoneoilysometimes,cloggedporesalways,fitzpatrick4,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,0,1,1,1,getmatched_eyecream
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,skintypeoily,skinafterwashshiny,tzoneoilynever,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicityhispanic,age1824,pregnantno,veganno,1,0,0,1,0,0,getmatched_dailymoisturizer
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick4,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,0,0,1,1,0,getmatched_cleanser
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilysometimes,cloggedporesnever,fitzpatrick6,genderfemale,ethnicityhispanic,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_nightcream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,skintypenotsure,skinafterwashtight,tzoneoilynever,cloggedporesrarely,fitzpatrick5,gendermale,ethnicityhispanic,age1824,,veganno,1,1,0,1,1,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashtight,tzoneoilyalways,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick5,genderfemale,ethnicityhispanic,age1824,pregnantno,veganno,1,1,1,1,0,1,getmatched_cleanser
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilynever,cloggedporesnever,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,skintypenotsure,skinafterwashhydrated,tzoneoilysometimes,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicityhispanic,age4554,pregnantno,veganno,0,0,0,1,0,0,getmatched_dailymoisturizer
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypecombination,skinafterwashshiny,tzoneoilyfrequently,cloggedporesalways,fitzpatrick1,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,0,0,1,1,0,getmatched_dailymoisturizer
1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,skintypenormal,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick5,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,1,0,1,1,1,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypenotsure,skinafterwashnotsure,tzoneoilysometimes,cloggedporesalways,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypenormal,skinafterwashshiny,tzoneoilysometimes,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,0,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,skintypecombination,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,0,0,1,0,0,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilyalways,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,0,1,0,0,getmatched_cleanser
0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypecombination,skinafterwashnotsure,tzoneoilyfrequently,cloggedporesalways,fitzpatrick1,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,0,0,0,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypedry,skinafterwashtight,tzoneoilyalways,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,1,0,getmatched_dailymoisturizer
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypedry,skinafterwashtight,tzoneoilynever,cloggedporesalways,fitzpatrick2,genderfemale,ethnicityhispanic,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypenotsure,skinafterwashnotsure,tzoneoilysometimes,cloggedporessometimes,fitzpatrick6,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganno,1,0,0,1,1,0,getmatched_cleanser
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick4,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,1,0,1,1,0,getmatched_eyecream
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick5,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,0,1,0,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,skintypeoily,skinafterwashtight,tzoneoilyfrequently,cloggedporesalways,fitzpatrick4,genderfemale,ethnicitycaucasian,age3544,pregnantno,,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypenormal,skinafterwashtight,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick4,genderfemale,ethnicityhispanic,age1824,pregnantno,veganno,1,0,0,1,1,0,getmatched_serum
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,0,0,0,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypeoily,skinafterwashshiny,tzoneoilyalways,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicityafricanamerican,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_serum
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyfrequently,cloggedporesalways,,,,,,,0,0,0,0,0,0,
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,0,getmatched_serum
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,skintypecombination,skinafterwashnotsure,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,0,0,0,0,getmatched_dailymoisturizer
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypecombination,skinafterwashnotsure,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganyes,1,0,0,1,1,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyalways,cloggedporesalways,fitzpatrick6,genderfemale,ethnicityafricanamerican,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypecombination,skinafterwashshiny,tzoneoilyalways,cloggedporessometimes,fitzpatrick6,genderfemale,ethnicityafricanamerican,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0,0,0,0,0,0,
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,1,1,0,getmatched_serum
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick6,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganno,1,1,0,1,1,0,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypeoily,skinafterwashnotsure,tzoneoilyalways,cloggedporesalways,fitzpatrick3,genderfemale,ethnicityasian,age1824,pregnantno,veganyes,1,0,0,1,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,0,0,getmatched_cleanser
0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,1,0,0,1,1,0,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypenotsure,skinafterwashtight,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick5,genderfemale,ethnicitycaucasian,age1824,pregnantno,veganno,0,0,0,1,0,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,skintypedry,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantyes,veganyes,1,1,1,1,0,1,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,0,1,0,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesalways,fitzpatrick4,genderfemale,ethnicityhispanic,age3544,pregnantno,veganyes,1,1,1,1,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypeoily,skinafterwashtight,tzoneoilyfrequently,cloggedporesalways,fitzpatrick6,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganno,1,0,0,1,0,0,getmatched_cleanser
